"Constellium NV","CSTM","N - New York",646.000,-99999999.990,-99999999.990,0.120,6.600,2.100,4.900,15.680
"Consumer Capital Group Inc","CCGN","O - Over the counter",16.400,10.980,47.300,1.650,47.100,-99999999.990,-99999999.990,-68.130
"Consumer Portfolio Services, I","CPSS","M - Nasdaq",111.600,0.650,4.700,0.280,42.500,-99999999.990,8.400,26.100
"Consumers Bancorp, Inc.","CBKM","O - Over the counter",45.000,1.020,19.400,3.010,12.700,-99999999.990,2.900,4.760
"Container Store Group Inc","TCS","N - New York",292.500,1.350,30.900,0.350,8.200,-99999999.990,0.000,14.120
"Contango Oil & Gas Company","MCF","A - American",237.200,0.850,-99999999.990,2.720,12.600,-99999999.990,-20.600,-21.930
"Contango ORE Inc","CTGO","O - Over the counter",79.000,91.640,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-2.900,263.640
"Content Checked Holdings Inc","CNCK","O - Over the counter",11.000,2.730,-99999999.990,12.670,-99999999.990,3.300,-52.600,-28.570
"Continental AG (ADR)","CTTAY","O - Over the counter",35789.100,2.620,11.900,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-14.660
"Continental Building Products","CBPX","N - New York",901.800,3.030,22.200,2.010,8.000,51.400,6.200,0.040
"Continental Materials Corporat","CUO","A - American",38.400,0.770,11.200,0.270,4.800,-99999999.990,-0.600,55.040
"Continental Resources, Inc.","CLR","N - New York",20104.800,4.660,-99999999.990,9.890,18.900,-99999999.990,-0.200,28.640
"ContraFect Corp","CFRX","M - Nasdaq",87.300,4.240,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-49.300,-13.930
"ContraVir Pharmaceuticals Inc","CTRV","M - Nasdaq",120.500,-99999999.990,-99999999.990,-99999999.990,-99999999.990,22.800,-70.100,124.180
"Control4 Corp","CTRL","M - Nasdaq",259.100,2.030,32.900,1.360,35.000,38.600,2.900,40.600
"Controladora Vuela Co Avcn SA","VLRS","N - New York",1346.500,4.220,10.000,1.430,10.900,13.600,-2.000,-21.190
"Convergys Corp","CVG","N - New York",2420.500,1.840,17.000,0.850,8.200,-99999999.990,3.700,-7.050
"Cool Technologies Inc","WARM","O - Over the counter",13.900,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-28.200,-14.310
"Cooper Companies Inc","COO","N - New York",8447.000,3.020,33.300,4.340,20.800,182.400,0.100,3.270
"Cooper Tire & Rubber Co","CTB","N - New York",2047.900,1.970,9.100,0.720,3.800,83.300,5.700,23.330
"Cooper-Standard Holdings Inc","CPS","N - New York",1642.700,2.400,13.900,0.490,5.400,14.000,-1.000,13.320
"Copa Holdings, S.A.","CPA","N - New York",3907.200,2.230,-99999999.990,1.840,12.600,-99999999.990,6.000,73.070
"Copart, Inc.","CPRT","M - Nasdaq",6440.100,7.500,24.000,4.770,14.200,-99999999.990,6.200,22.340
"COPsync Inc","COYN","M - Nasdaq",8.900,-99999999.990,-99999999.990,1.300,-99999999.990,2.200,-118.900,-47.220
"Coral Gold Resources Ltd. (USA","CLHRF","O - Over the counter",10.500,0.770,669.700,-99999999.990,-99999999.990,-99999999.990,-12.200,56.630
"Corbus Pharmaceuticals Holding","CRBP","M - Nasdaq",348.800,26.140,-99999999.990,183.200,-99999999.990,51.400,-25.900,202.280
"Corcept Therapeutics Incorpora","CORT","M - Nasdaq",1038.100,32.050,230.400,13.820,99.700,90.000,-2.000,65.150
"Cord Blood America Inc","CBAI","O - Over the counter",3.900,-99999999.990,25.000,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-14.710
"Core Laboratories N.V.","CLB","N - New York",4775.300,30.520,73.600,7.660,38.900,-99999999.990,-1.700,-11.110
"Core Molding Technologies, Inc","CMT","A - American",125.800,1.320,16.200,0.730,6.400,5.800,-0.500,25.210
"Core-Mark Holding Company, Inc","CORE","M - Nasdaq",1653.700,3.250,31.700,0.120,15.100,124.900,0.800,-13.460
"Corecivic Inc","CXW","N - New York",2500.300,1.800,12.500,1.420,6.600,-99999999.990,9.500,-33.170
"Corelogic Inc","CLGX","N - New York",3333.800,3.150,24.600,1.820,12.000,-99999999.990,1.300,4.760
"Corenergy Infrastructure Trust","CORR","N - New York",381.100,1.110,20.400,4.370,10.300,-99999999.990,9.600,41.940
"CoreSite Realty Corp","COR","N - New York",3287.800,7.140,49.600,6.170,17.700,-99999999.990,-24.900,-6.730
"Corindus Vascular Robotics Inc","CVRS","A - American",92.800,7.060,-99999999.990,29.590,-99999999.990,-99999999.990,-0.400,-29.730
"Corium International Inc","CORI","M - Nasdaq",107.800,34.810,-99999999.990,2.890,-99999999.990,-99999999.990,-8.500,13.270
"CorMedix Inc.","CRMD","A - American",69.500,2.760,-99999999.990,523.460,-99999999.990,-99999999.990,-12.900,-42.660
"Cornerstone OnDemand, Inc.","CSOD","M - Nasdaq",2102.500,91.700,-99999999.990,5.090,-99999999.990,253.000,-3.100,-1.170
"Cornerworld Corp","CWRL","O - Over the counter",0.600,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-71.430
"Corning Incorporated","GLW","N - New York",22705.700,1.520,12.600,2.570,10.700,203.700,21.400,20.000
"Corning Natural Gas Holding Co","CNIG","O - Over the counter",49.400,1.570,26.900,2.590,13.700,21.800,1.800,23.080
"CoroWare Inc","COWI","O - Over the counter",1.200,-99999999.990,-99999999.990,-99999999.990,35.400,-99999999.990,-35.000,0.000
"Corporate Office Properties Tr","OFC","N - New York",2658.100,2.210,87.000,4.740,16.400,59.300,3.500,8.200
"CORTLAND BANCORP INC","CLDB","O - Over the counter",72.900,-99999999.990,15.100,3.290,14.100,-99999999.990,3.400,6.940
"Corus Entertainment Inc. (USA)","CJREF","O - Over the counter",1743.500,1.020,15.700,2.010,8.200,59.400,-114.300,-4.750
"CorVel Corporation","CRVL","M - Nasdaq",655.400,4.470,23.700,1.290,10.900,41.200,1.100,-29.580
"Corvus Pharmaceuticals Inc","CRVS","M - Nasdaq",310.500,2.110,-99999999.990,-99999999.990,-99999999.990,-99999999.990,1.100,5.210
"Cosan Ltd (USA)","CZZ","N - New York",1919.200,1.030,9.300,0.490,8.600,6.200,1.300,32.230
"Cosi Inc","COSIQ","O - Over the counter",2.900,0.240,-99999999.990,0.030,-99999999.990,-99999999.990,-2.500,-88.110
"Cosmos Holdings Inc","COSM","O - Over the counter",63.400,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-30.750
"Costamare Inc","CMRE","N - New York",561.700,-99999999.990,4.500,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-21.990
"CoStar Group Inc","CSGP","M - Nasdaq",6430.000,3.930,81.400,7.840,32.900,43.600,-0.600,-2.280
"Costar Technologies Inc","CSTI","O - Over the counter",12.500,0.580,18.100,0.340,7.600,-99999999.990,-2.000,1.310
"Costco Wholesale Corporation","COST","M - Nasdaq",66080.400,5.530,28.600,0.560,14.800,-99999999.990,1.400,5.630
"Cotiviti Holdings Inc","COTV","N - New York",2850.300,3.020,80.500,4.500,18.100,-99999999.990,-0.500,0.000
"Cott Corporation (USA)","COT","N - New York",1658.400,1.740,-99999999.990,0.550,11.300,22.200,-24.000,-15.220
"Coty Inc","COTY","N - New York",14516.000,26.410,245.300,1.540,11.700,-99999999.990,8.000,-23.460
"CounterPath, Corp.","CPAH","M - Nasdaq",8.300,1.070,-99999999.990,0.780,-99999999.990,-99999999.990,-7.400,-7.070
"County Bancorp Inc","ICBK","M - Nasdaq",149.600,1.250,14.600,3.630,5.300,3.800,-12.900,8.070
"Coupa Software Inc","COUP","M - Nasdaq",1513.100,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000
"Cousins Properties Inc","CUZ","N - New York",3084.100,1.010,17.100,4.510,12.100,18.300,6.800,-4.370
"Covanta Holding Corp","CVA","N - New York",1943.200,3.910,32.500,1.170,13.600,48.100,8.900,-8.510
"Covenant Transportation Group,","CVTI","M - Nasdaq",345.500,1.550,14.600,0.510,5.000,-99999999.990,-0.400,-6.550
"Covisint Corp","COVS","M - Nasdaq",89.900,1.470,-99999999.990,1.240,-99999999.990,-99999999.990,-3.300,13.640
"Cowen Group Inc","COWN","M - Nasdaq",463.600,0.500,76.800,0.850,-99999999.990,-99999999.990,1.100,4.650
"CPFL Energia S.A. (ADR)","CPL","N - New York",7282.600,3.070,23.200,1.350,10.800,18.300,0.900,43.540
"CPI Aerostructures, Inc.","CVU","A - American",61.200,0.920,-99999999.990,0.680,-99999999.990,-99999999.990,-1.300,3.920
"CPI Card Group Inc","PMTS","M - Nasdaq",221.200,-99999999.990,28.400,0.640,10.900,96.600,6.800,-5.570
"CPS Technologies Corporation","CPSH","M - Nasdaq",17.200,1.550,398.100,0.950,50.900,-99999999.990,0.000,-26.290
"CPSM Inc","SWMM","O - Over the counter",2.900,5.920,14.600,0.560,7.200,20.500,-99999999.990,-12.500
"CRA International, Inc.","CRAI","M - Nasdaq",261.900,1.280,28.500,0.840,9.100,-99999999.990,8.500,38.030
"Cracker Barrel Old Country Sto","CBRL","M - Nasdaq",3704.500,7.150,20.700,1.340,10.000,-99999999.990,2.600,8.920
"Craft Brew Alliance Inc","BREW","M - Nasdaq",300.400,2.570,358.100,1.490,29.500,-99999999.990,-0.400,68.970
"Crane Co.","CR","N - New York",4364.000,3.350,17.600,1.600,7.500,44.000,1.100,31.580
"Crawford & Company","CRD.B","N - New York",658.500,5.110,-99999999.990,0.620,6.400,55.600,1.300,61.310
"Cray Inc.","CRAY","M - Nasdaq",800.700,1.640,-99999999.990,1.420,-99999999.990,-99999999.990,-1.400,-40.270
"Creative Medical Technology Ho","CELZ","O - Over the counter",52.100,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-455.500,70.000
"Creative Realities Inc","CREX","O - Over the counter",10.900,1.790,-99999999.990,0.970,-99999999.990,-99999999.990,-40.800,-5.260
"Creative Waste Solutions Inc","CWSS","O - Over the counter",12.600,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-10.300,9.500
"Credicorp Ltd. (USA)","BAP","N - New York",14204.500,2.150,12.300,3.860,5.000,-99999999.990,1.600,5.000
"Credit Acceptance Corp.","CACC","M - Nasdaq",3941.900,3.430,12.400,4.300,10.600,-99999999.990,2.700,5.130
"Credit One Financial Inc","COFI","O - Over the counter",652.300,65.140,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000,0.000
"Credit Suisse AM Inc Fund Inc.","CIK","A - American",162.100,0.960,-99999999.990,11.370,11.600,-99999999.990,8.400,7.220
"Credit Suisse Group AG (ADR)","CS","N - New York",28934.800,0.660,-99999999.990,1.620,9.200,2.700,-18.900,-3.060
"Credit Suisse High Yield Bond","DHY","A - American",242.800,1.020,-99999999.990,8.030,13.400,-99999999.990,9.500,1.880
"CreditRiskMonitor.Com, Inc.","CRMZ","O - Over the counter",32.200,6.590,317.300,2.280,59.900,22.000,1.600,-22.190
"Crednology Holding Corp","COHO","O - Over the counter",0.600,0.720,-99999999.990,1.020,-99999999.990,-99999999.990,-5.800,-30.830
"Cree, Inc.","CREE","M - Nasdaq",2506.600,1.090,-99999999.990,1.640,17.300,-99999999.990,2.800,5.090
"Crestwood Equity Partners LP","CEQP","N - New York",1533.200,0.790,-99999999.990,0.640,10.300,-99999999.990,-255.600,2.310
"Cresud S.A.C.I.F. y A. (ADR)","CRESY","M - Nasdaq",798.000,17.050,-99999999.990,0.220,24.000,0.800,0.300,39.460
"Crexendo Inc","CXDO","O - Over the counter",18.800,27.090,-99999999.990,2.110,-99999999.990,-99999999.990,-1.500,-9.680
"CRH PLC (ADR)","CRH","N - New York",28030.200,2.070,27.200,0.960,12.100,-99999999.990,-9.500,8.780
"Crimson Wine Group Ltd","CWGL","O - Over the counter",226.800,1.110,67.100,3.520,15.500,-99999999.990,1.500,14.460
"Crispr Therapeutics AG","CRSP","M - Nasdaq",818.700,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000
"Criteo SA (ADR)","CRTO","M - Nasdaq",2627.600,4.720,35.500,1.700,11.700,43.300,-2.500,-4.010
"Crocs, Inc.","CROX","M - Nasdaq",603.100,2.240,-99999999.990,0.580,52.000,-99999999.990,1.100,-12.890
"Croghan Bancshares, Inc.","CHBH","O - Over the counter",92.300,0.890,10.500,2.920,-99999999.990,-99999999.990,3.800,6.920
"Cross Country Healthcare, Inc.","CCRN","M - Nasdaq",489.900,3.000,79.800,0.590,10.600,-99999999.990,-2.200,9.580
"Cross Timbers Royalty Trust","CRT","N - New York",107.500,10.690,16.500,13.570,16.600,-99999999.990,6.100,10.880
"Crossamerica Partners LP","CAPL","N - New York",848.900,3.640,90.200,0.470,16.000,60.000,8.400,13.800
"Crossroads Systems Inc","CRDS","M - Nasdaq",6.000,2.040,-99999999.990,2.810,-99999999.990,-99999999.990,-26.200,21.540
"CrowdGather Inc","CRWG","O - Over the counter",1.000,0.270,-99999999.990,0.410,-99999999.990,23.100,-2.700,-21.620
"Crown Castle International Cor","CCI","N - New York",30489.100,4.270,86.900,7.520,21.300,-99999999.990,3.100,-6.210
"Crown Crafts, Inc.","CRWS","M - Nasdaq",80.200,1.870,11.900,0.990,8.100,18.800,4.200,-16.120
"Crown Equity Holdings Inc","CRWE","O - Over the counter",30.800,-99999999.990,-99999999.990,-99999999.990,-99999999.990,591.900,-4.600,-12.700
"Crown Holdings, Inc.","CCK","N - New York",7578.400,16.210,15.400,0.910,9.700,130.300,-0.400,4.400
"CRYO-CELL International, Inc.","CCEL","O - Over the counter",28.200,-99999999.990,-99999999.990,1.380,14.900,-99999999.990,19.900,40.000
"Cryolife Inc","CRY","N - New York",638.900,3.060,58.700,3.570,27.500,40.700,-14.900,67.820
"CryoPort Inc","CYRX","M - Nasdaq",40.700,9.900,-99999999.990,5.300,-99999999.990,-99999999.990,-132.400,28.050
"Crystal Rock Holdings Inc","CRVP","A - American",17.500,3.660,10.800,0.270,4.300,3.900,0.000,19.630
"CSB Bancorp Inc (Ohio)","CSBB","O - Over the counter",76.200,1.160,11.900,3.330,6.900,-99999999.990,2.800,13.390
"CSG Systems International, Inc","CSGS","M - Nasdaq",1380.900,5.380,19.700,1.780,8.500,41.100,1.200,3.360
"CSI Compressco LP","CCLP","M - Nasdaq",328.600,2.050,-99999999.990,1.030,10.800,-99999999.990,14.700,6.510
"CSP Inc.","CSPI","M - Nasdaq",39.300,1.760,14.400,0.350,3.700,-99999999.990,2.100,33.800
"CSRA Inc","CSRA","N - New York",5116.900,29.550,45.900,1.070,11.700,93.800,1.300,23.830
"CSS Industries Inc","CSS","N - New York",240.600,0.880,18.900,0.780,7.200,99.900,3.800,-5.730
"CST Brands Inc","CST","N - New York",3631.700,3.000,11.100,0.340,11.900,-99999999.990,0.400,26.680
"CSW Industrials Inc","CSWI","M - Nasdaq",570.100,2.140,48.400,1.830,12.000,-99999999.990,-0.600,6.960
"CSX Corporation","CSX","M - Nasdaq",32417.800,2.830,19.500,3.050,8.700,563.900,6.000,35.580
"CTD Holdings Inc","CTDH","O - Over the counter",32.100,11.490,-99999999.990,24.760,-99999999.990,-99999999.990,-16.800,15.710
"CTI BioPharma Corp","CTIC","M - Nasdaq",113.000,6.370,-99999999.990,1.910,-99999999.990,3.400,-59.100,-10.800
"CTI Industries Corp.","CTIB","M - Nasdaq",21.700,1.750,83.600,0.370,12.900,59.500,-7.300,-10.470
"Ctrip.Com International Ltd (A","CTRP","M - Nasdaq",21030.000,2.380,141.800,9.100,-99999999.990,-99999999.990,-61.900,-6.730
"CTS Corporation","CTS","N - New York",733.800,2.390,60.900,1.890,8.700,-99999999.990,0.700,25.210
"CU Bancorp","CUNB","M - Nasdaq",480.900,1.500,19.400,4.790,8.500,3.200,-4.800,18.390
"CubeSmart","CUBE","N - New York",4299.300,2.520,47.200,8.920,21.300,51.900,-2.400,-21.840
"Cubic Corporation","CUB","N - New York",1193.000,1.830,43.300,0.850,20.100,-99999999.990,0.200,15.680
"CUI Global Inc","CUI","M - Nasdaq",121.300,2.370,-99999999.990,1.400,-99999999.990,19.700,-0.500,-0.830
"Cullen/Frost Bankers, Inc.","CFR","N - New York",5246.400,1.710,19.300,6.680,11.900,7.700,2.900,23.670
"Culp, Inc.","CFI","N - New York",414.700,3.170,24.000,1.330,8.500,21.500,0.800,24.910
"Cumberland Pharmaceuticals, In","CPIX","M - Nasdaq",88.800,1.200,-99999999.990,2.790,24.800,-99999999.990,2.300,20.880
"Cummins Inc.","CMI","N - New York",23025.100,3.370,20.200,1.320,10.300,-99999999.990,8.100,23.130
"Cumulus Media Inc","CMLS","M - Nasdaq",40.400,0.730,1.300,0.030,12.300,0.200,-0.300,-53.770
"CUR Media Inc.","CURM","O - Over the counter",0.600,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-27.100,-89.830
"Curaegis Technologies Inc","CRGS","O - Over the counter",23.300,31.620,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-0.800,36.990
"Curis, Inc.","CRIS","M - Nasdaq",468.000,11.440,-99999999.990,59.690,-99999999.990,-99999999.990,-2.900,82.220
"Curtiss-Wright Corp.","CW","N - New York",4437.000,3.480,24.300,2.100,11.400,22.400,4.900,21.890
"Cushing MLP Total Return Fund","SRV","N - New York",85.300,0.930,-99999999.990,80.040,-99999999.990,-99999999.990,8.200,3.760
"Customers Bancorp Inc","CUBI","N - New York",893.200,1.470,12.900,2.740,7.400,-99999999.990,-1.800,12.830
"Cutera, Inc.","CUTR","M - Nasdaq",207.800,3.830,541.000,1.820,152.300,187.200,4.800,46.070
"CV Sciences Inc","CVSI","O - Over the counter",20.100,0.720,-99999999.990,1.470,-99999999.990,-99999999.990,-49.600,-38.110
"CVB Financial Corp.","CVBF","M - Nasdaq",2318.400,2.340,22.600,8.920,10.900,-99999999.990,-0.800,23.830
"CVD Equipment Corporation","CVV","M - Nasdaq",49.700,1.470,-99999999.990,2.250,-99999999.990,14.600,-2.500,10.680
"Cvent Inc","CVT","N - New York",1529.800,8.550,-99999999.990,6.950,82.900,36.200,-1.600,0.530
"CVR Energy, Inc.","CVI","N - New York",1530.800,1.740,-99999999.990,0.350,16.500,-99999999.990,11.100,-11.180
"CVR Partners LP","UAN","N - New York",584.500,0.880,21.200,1.670,12.300,13.300,-32.800,-45.680
"CVR Refining LP","CVRR","N - New York",1269.400,1.020,-99999999.990,0.320,28.900,-99999999.990,30.600,-12.200
"CVS Health Corp","CVS","N - New York",79129.800,2.190,15.700,0.460,9.600,-99999999.990,6.400,-24.560
"Cyalume Technologies Holdings,","CYLU","O - Over the counter",2.200,0.570,4.500,0.060,2.500,6.900,0.000,77.420
"CYANOTECH CORP","CYAN","M - Nasdaq",22.100,1.290,-99999999.990,0.680,24.100,-99999999.990,-1.600,-20.780
"Cyber Apps World Inc","CYAP","O - Over the counter",1.300,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-4.600,17.780
"Cyberark Software Ltd","CYBR","M - Nasdaq",1833.500,6.670,68.800,9.400,36.900,-99999999.990,-6.400,19.140
"Cyberfort Software Inc","CYBF","O - Over the counter",22.400,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-2.500,200.000
"CyberOptics Corporation","CYBE","M - Nasdaq",204.400,4.710,37.900,3.160,22.600,-99999999.990,-2.100,74.650
"Cyberspace Vita Inc","CYVA","O - Over the counter",0.100,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000,-42.110
"Cyclacel Pharmaceuticals Inc","CYCC","M - Nasdaq",19.600,0.880,-99999999.990,15.100,-99999999.990,-99999999.990,-20.200,-16.860
"CymaBay Therapeutics Inc","CBAY","M - Nasdaq",47.600,4.480,-99999999.990,-99999999.990,-99999999.990,357.600,-8.200,-19.420
"Cynosure, Inc.","CYNO","M - Nasdaq",1073.600,2.360,51.400,2.570,18.400,21.500,-4.200,-7.160
"Cypress Energy Partners LP","CELP","N - New York",125.000,2.800,262.100,0.380,14.500,-99999999.990,16.000,24.170
"Cypress Semiconductor Corporat","CY","M - Nasdaq",3520.700,1.820,-99999999.990,1.950,35.400,-99999999.990,8.100,9.840
"Cyren Ltd","CYRN","M - Nasdaq",88.000,-99999999.990,-99999999.990,-99999999.990,11.800,0.400,-99999999.990,13.400
"CyrusOne Inc","CONE","M - Nasdaq",3418.700,2.870,192.000,6.770,20.200,-99999999.990,-21.800,-13.890
"CYS Investments Inc","CYS","N - New York",1214.500,0.820,6.900,3.910,49.600,-99999999.990,15.100,-0.120
"CytoDyn Inc","CYDY","O - Over the counter",94.000,13.330,-99999999.990,-99999999.990,-99999999.990,26.900,-72.800,-30.930
"Cytokinetics, Inc.","CYTK","M - Nasdaq",455.800,5.420,-99999999.990,5.430,312.200,96.400,-3.000,37.640
"CytomX Therapeutics Inc","CTMX","M - Nasdaq",430.600,4.730,-99999999.990,39.330,-99999999.990,15.200,-0.800,16.150
"Cytori Therapeutics Inc","CYTX","M - Nasdaq",34.400,2.400,-99999999.990,2.800,-99999999.990,-99999999.990,-99.900,-47.200
"Cytosorbents Corp","CTSO","M - Nasdaq",131.200,96.890,-99999999.990,16.280,-99999999.990,-99999999.990,-1.600,28.050
"CytRx Corporation","CYTR","M - Nasdaq",56.200,2.240,-99999999.990,264.020,-99999999.990,15.500,-42.600,-79.080
"D.R. Horton, Inc.","DHI","N - New York",10781.200,1.580,12.200,0.880,9.400,-99999999.990,0.000,-5.990
"Daily Journal Corporation","DJCO","M - Nasdaq",321.000,2.640,-99999999.990,7.490,256.300,-99999999.990,0.000,18.410
"Daimler AG","DDAIF","O - Over the counter",74216.700,1.310,8.600,0.460,9.000,33.200,4.900,4.060
"Dais Analytic Corp","DLYT","O - Over the counter",6.000,-99999999.990,-99999999.990,5.550,-99999999.990,-99999999.990,0.100,-61.540
"Dakota Plains Holdings Inc","DAKP","O - Over the counter",1.700,-99999999.990,0.200,0.110,-99999999.990,-99999999.990,-0.900,-76.030
"Dakota Territory Resource Corp","DTRC","O - Over the counter",2.900,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-6.000,-16.670
"Daktronics, Inc.","DAKT","M - Nasdaq",414.900,-99999999.990,115.400,-99999999.990,-99999999.990,-99999999.990,-99999999.990,27.910
"Dala Petroleum Corp","DALP","O - Over the counter",0.100,-99999999.990,0.200,-99999999.990,-99999999.990,-99999999.990,26.300,-33.330
"Dana Inc","DAN","N - New York",2445.000,3.210,35.400,0.430,5.400,-99999999.990,10.300,42.630
"Danaher Corporation","DHR","N - New York",54796.600,2.340,25.600,2.990,14.900,939.600,0.100,3.820
"Danaos Corporation","DAC","N - New York",367.800,0.410,2.800,0.670,6.900,14.100,0.000,4.230
"DanDrit Biotech USA Inc","DDRT","O - Over the counter",14.300,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000,-40.000
"Daniels Corporate Advisory Co","DCAC","O - Over the counter",0.200,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000
"Danone SA (ADR)","DANOY","O - Over the counter",40899.100,2.850,20.800,-99999999.990,11.200,-99999999.990,-99999999.990,-9.980
"Daqo New Energy Corp","DQ","N - New York",216.000,32.120,5.800,37.800,94.300,29.800,-99999999.990,-19.030
"Darden Restaurants, Inc.","DRI","N - New York",9002.100,5.130,24.400,1.330,8.600,-99999999.990,5.000,11.700
"DarioHealth Corp","DRIO","M - Nasdaq",17.600,3.940,-99999999.990,7.560,-99999999.990,3.200,-174.400,-40.040
"Darling Ingredients Inc","DAR","N - New York",2255.100,1.130,15.400,0.680,9.300,-99999999.990,0.300,-8.770
"DASAN Zhone Solutions Inc","DZSI","M - Nasdaq",91.700,1.170,-99999999.990,0.770,-99999999.990,5.900,76.400,-3.480
"Dassault Systemes S.A. (ADR)","DASTY","O - Over the counter",19575.300,5.220,43.800,6.270,19.000,15.700,0.000,-2.580
"Data Call Technologies, Inc.","DCLT","O - Over the counter",0.000,2.090,-99999999.990,0.230,-99999999.990,-99999999.990,-1.000,-63.260
"Data I/O Corporation","DAIO","M - Nasdaq",33.000,2.080,26.100,1.480,12.400,-99999999.990,-0.600,56.320
"Data Storage Corp","DTST","O - Over the counter",3.700,-99999999.990,-99999999.990,0.790,-99999999.990,60.600,0.000,271.180
"Datalex plc (ADR)","DLEXY","O - Over the counter",262.700,6.320,49.100,4.810,20.200,138.100,-0.200,0.000
"Datalink Corporation","DTLK","M - Nasdaq",251.100,1.420,36.400,0.310,11.100,12.100,4.300,37.980
"Dataram Corp","DRAM","M - Nasdaq",3.900,1.220,-99999999.990,0.090,-99999999.990,-99999999.990,-133.000,-55.470
"Datasea Inc","DTSS","O - Over the counter",314.700,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,200.000
"DATATRAK International, Inc.","DTRK","O - Over the counter",12.700,-99999999.990,-99999999.990,-99999999.990,25.900,-99999999.990,-99999999.990,45.000
"Datawatch Corporation","DWCH","M - Nasdaq",80.500,2.380,-99999999.990,2.650,-99999999.990,-99999999.990,-2.900,28.540
"Dave & Buster's Entertainment","PLAY","M - Nasdaq",1922.000,4.710,24.800,2.070,9.200,-99999999.990,-2.500,19.540
"DavidsTea Inc","DTEA","M - Nasdaq",262.700,2.640,25.900,1.760,14.700,-99999999.990,-29.200,-11.240
"Davita Inc","DVA","N - New York",12406.600,2.610,18.200,0.880,9.100,-99999999.990,4.100,-18.300
"Dawson Geophysical Co","DWSN","M - Nasdaq",173.300,0.930,-99999999.990,1.050,-99999999.990,-99999999.990,-0.200,8.770
"Daxor Corporation","DXR","A - American",33.300,2.090,-99999999.990,49.890,168.900,-99999999.990,28.400,8.950
"Daybreak Oil and Gas Inc","DBRM","O - Over the counter",1.000,-99999999.990,-99999999.990,0.880,-99999999.990,-99999999.990,0.000,50.000
"DCB Financial Corp","DCBF","O - Over the counter",116.700,1.980,717.800,6.460,24.800,-99999999.990,-0.800,129.290
"DCP Midstream Partners, LP","DPM","N - New York",4022.000,1.500,19.500,2.580,21.800,-99999999.990,9.100,-0.120
"DCT Industrial Trust Inc","DCT","N - New York",4022.500,2.220,36.200,10.730,23.500,-99999999.990,0.400,6.840
"DDR Corp","DDR","N - New York",5472.000,1.900,-99999999.990,5.450,17.600,-99999999.990,3.800,-11.160
"Dean Foods Co","DF","N - New York",1813.500,3.070,17.300,0.230,5.400,-99999999.990,4.800,9.870
"Debt Resolve, Inc.","DRSV","O - Over the counter",1.800,-99999999.990,-99999999.990,0.380,-99999999.990,-99999999.990,-9.500,-43.730
"Decision Diagnostics Corp","DECN","O - Over the counter",7.400,2.050,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-38.000,-72.570
"Deckers Outdoor Corp","DECK","N - New York",1984.800,2.170,18.900,1.130,10.200,277.600,1.400,32.090
"Deep Down Inc","DPDW","O - Over the counter",14.400,0.590,-99999999.990,0.570,-99999999.990,2.300,-2.700,-11.780
"Deer Valley Corporation","DVLY","O - Over the counter",4.600,0.370,2.400,0.130,2.900,-99999999.990,-0.100,-53.850
"Deere & Company","DE","N - New York",29021.200,3.890,18.400,1.080,13.300,151.400,7.800,14.310
"Defense Technologies Internati","DTII","O - Over the counter",2.600,-99999999.990,-99999999.990,-99999999.990,-99999999.990,241.400,-10.400,-70.470
"Del Frisco's Restaurant Group","DFRG","M - Nasdaq",380.000,1.610,21.100,1.120,6.800,-99999999.990,0.000,7.650
"Del Taco Restaurants Inc","TACO","M - Nasdaq",564.200,1.530,33.400,1.300,9.700,-99999999.990,0.900,57.020
"Delanco Bancorp Inc","DLNO","O - Over the counter",10.500,-99999999.990,708.200,-99999999.990,-99999999.990,-99999999.990,-99999999.990,20.730
